characterID	movieID	movie title	gender
u593	m37	the boondock saints	m
u594	m37	the boondock saints	m
u596	m37	the boondock saints	m
u599	m38	bottle rocket	m
u601	m38	bottle rocket	m
u603	m38	bottle rocket	m
u611	m38	bottle rocket	m
u612	m39	the bourne supremacy	m
u613	m39	the bourne supremacy	m
u616	m39	the bourne supremacy	f
u619	m39	the bourne supremacy	f
u622	m39	the bourne supremacy	f
u623	m39	the bourne supremacy	f
u636	m40	braveheart	f
u638	m40	braveheart	f
u641	m40	braveheart	m
u642	m40	braveheart	m
u643	m41	the butterfly effect	f
u645	m41	the butterfly effect	m
u646	m41	the butterfly effect	m
u650	m41	the butterfly effect	f
u658	m42	casablanca	f
u663	m42	casablanca	m
u664	m42	casablanca	f
u665	m42	casablanca	m
u666	m42	casablanca	m
u667	m42	casablanca	m
u668	m42	casablanca	m
u669	m42	casablanca	m
u671	m42	casablanca	m
u674	m43	cast away	m
u676	m43	cast away	m
u681	m43	cast away	m
u682	m43	cast away	f
u686	m43	cast away	m
u689	m44	the cider house rules	f
u690	m44	the cider house rules	m
u691	m44	the cider house rules	f
u695	m44	the cider house rules	m
u697	m44	the cider house rules	m
u700	m44	the cider house rules	m
u706	m44	the cider house rules	f
u707	m44	the cider house rules	m
u708	m45	confidence	m
u710	m45	confidence	m
u712	m45	confidence	m
u713	m45	confidence	m
u714	m45	confidence	m
u715	m45	confidence	f
u717	m45	confidence	m
u718	m45	confidence	m
u725	m46	croupier	f
u727	m46	croupier	m
u728	m46	croupier	m
u730	m46	croupier	f
u733	m46	croupier	f
u734	m46	croupier	m
u735	m46	croupier	m
u737	m47	dark star	m
u739	m47	dark star	m
u740	m47	dark star	m
u741	m47	dark star	m
u742	m47	dark star	m
u743	m47	dark star	m
u745	m48	dark angel	m
u751	m48	dark angel	M
u752	m48	dark angel	f
u753	m48	dark angel	M
u755	m48	dark angel	f
u756	m48	dark angel	M
u765	m49	detroit rock city	m
u766	m49	detroit rock city	m
u768	m49	detroit rock city	m
u775	m49	detroit rock city	m
u779	m50	donnie darko	m
u781	m50	donnie darko	M
u785	m50	donnie darko	f
u796	m51	drop dead gorgeous	f
u797	m51	drop dead gorgeous	f
u810	m51	drop dead gorgeous	f
u817	m52	duck soup	m
u818	m52	duck soup	m
u820	m52	duck soup	M
u821	m52	duck soup	m
u822	m52	duck soup	m
u824	m53	the elephant man	f
u826	m53	the elephant man	m
u827	m53	the elephant man	m
u832	m53	the elephant man	m
u833	m53	the elephant man	f
u838	m53	the elephant man	m
u839	m54	erik the viking	f
u840	m54	erik the viking	m
u846	m54	erik the viking	f
u848	m54	erik the viking	m
u849	m54	erik the viking	m
u851	m54	erik the viking	m
u854	m54	erik the viking	m
u855	m54	erik the viking	m
u859	m55	eternal sunshine of the spotless mind	f
u861	m55	eternal sunshine of the spotless mind	m
u862	m55	eternal sunshine of the spotless mind	f
u863	m55	eternal sunshine of the spotless mind	m
u864	m55	eternal sunshine of the spotless mind	f
u867	m55	eternal sunshine of the spotless mind	m
u869	m55	eternal sunshine of the spotless mind	m
u872	m56	even cowgirls get the blues	m
u874	m56	even cowgirls get the blues	f
u877	m56	even cowgirls get the blues	f
u878	m56	even cowgirls get the blues	m
u879	m57	event horizon	m
u884	m57	event horizon	m
u885	m57	event horizon	f
u886	m57	event horizon	m
u887	m57	event horizon	f
u888	m57	event horizon	m
u890	m58	fantastic four	m
u893	m58	fantastic four	m
u895	m58	fantastic four	m
u897	m58	fantastic four	f
u899	m58	fantastic four	m
u901	m59	fast times at ridgemont high	m
u904	m59	fast times at ridgemont high	m
u910	m59	fast times at ridgemont high	f
u912	m59	fast times at ridgemont high	m
u914	m59	fast times at ridgemont high	m
u915	m59	fast times at ridgemont high	f
u918	m60	fear and loathing in las vegas	f
u920	m60	fear and loathing in las vegas	m
u921	m60	fear and loathing in las vegas	m
u929	m61	feast	f
u930	m61	feast	m
u935	m61	feast	f
u948	m62	frances	m
u953	m62	frances	m
u955	m62	frances	f
u956	m62	frances	m
u962	m62	frances	f
u967	m62	frances	m
u969	m62	frances	m
u972	m63	frankenstein	f
u976	m63	frankenstein	m
u980	m63	frankenstein	m
u983	m64	friday the 13th	f
u985	m64	friday the 13th	m
u997	m65	from dusk till dawn	m
u998	m65	from dusk till dawn	f
u1003	m65	from dusk till dawn	m
u1005	m65	from dusk till dawn	m
u1008	m66	g.i. jane	m
u1010	m66	g.i. jane	f
u1017	m66	g.i. jane	f
u1019	m66	g.i. jane	m
u1023	m66	g.i. jane	m
u1024	m67	godzilla	m
u1025	m67	godzilla	f
u1032	m67	godzilla	M
u1034	m67	godzilla	M
u1036	m68	galaxy quest	m
u1037	m68	galaxy quest	m
u1041	m68	galaxy quest	f
u1042	m68	galaxy quest	m
u1045	m68	galaxy quest	m
u1047	m68	galaxy quest	m
u1049	m68	galaxy quest	m
u1050	m69	george washington	M
u1054	m69	george washington	m
u1057	m69	george washington	m
u1058	m69	george washington	m
u1059	m69	george washington	f
u1061	m69	george washington	m
u1062	m69	george washington	f
u1064	m69	george washington	M
u1066	m69	george washington	m
u1068	m70	get shorty	m
u1069	m70	get shorty	m
u1070	m70	get shorty	m
u1071	m70	get shorty	m
u1077	m70	get shorty	m
u1078	m70	get shorty	f
u1081	m70	get shorty	m
u1084	m70	get shorty	m
u1086	m71	ghost ship	m
u1087	m71	ghost ship	f
u1088	m71	ghost ship	m
u1089	m71	ghost ship	m
u1092	m72	ghost world	m
u1094	m72	ghost world	f
u1100	m72	ghost world	m
u1106	m72	ghost world	f
u1107	m72	ghost world	f
u1108	m72	ghost world	m
u1112	m73	the ghost and the darkness	m
u1116	m73	the ghost and the darkness	m
u1117	m73	the ghost and the darkness	m
u1118	m73	the ghost and the darkness	m
u1119	m73	the ghost and the darkness	m
u1120	m74	ghostbusters ii	f
u1124	m74	ghostbusters ii	f
u1125	m74	ghostbusters ii	m
u1127	m74	ghostbusters ii	m
u1132	m74	ghostbusters ii	m
u1133	m74	ghostbusters ii	m
u1135	m74	ghostbusters ii	m
u1138	m75	ghostbusters	F
u1149	m75	ghostbusters	M
u1150	m75	ghostbusters	M
u1152	m75	ghostbusters	M
u1155	m76	gladiator	m
u1161	m76	gladiator	f
u1163	m76	gladiator	M
u1164	m76	gladiator	m
u1166	m76	gladiator	f
u1169	m77	the graduate	m
u1172	m77	the graduate	f
u1173	m77	the graduate	m
u1174	m77	the graduate	m
u1176	m77	the graduate	m
u1177	m77	the graduate	f
u1178	m77	the graduate	f
u1179	m77	the graduate	f
u1181	m77	the graduate	m
u1184	m78	grand hotel	m
u1185	m78	grand hotel	m
u1186	m78	grand hotel	m
u1187	m78	grand hotel	m
u1188	m78	grand hotel	f
u1189	m78	grand hotel	m
u1190	m78	grand hotel	f
u1191	m78	grand hotel	m
u1195	m78	grand hotel	m
u1198	m78	grand hotel	m
u1199	m78	grand hotel	f
u1201	m78	grand hotel	m
u1202	m79	the grifters	m
u1210	m79	the grifters	f
u1213	m79	the grifters	f
u1214	m79	the grifters	m
u1215	m79	the grifters	m
u1222	m80	halloween h20: 20 years later	m
u1223	m80	halloween h20: 20 years later	f
u1228	m80	halloween h20: 20 years later	m
u1236	m81	halloween: the curse of michael myers	m
u1239	m81	halloween: the curse of michael myers	m
u1240	m82	happy birthday wanda june	m
u1241	m82	happy birthday wanda june	m
u1243	m82	happy birthday wanda june	m
u1244	m82	happy birthday wanda june	f
u1245	m82	happy birthday wanda june	m
u1248	m82	happy birthday wanda june	M
u1252	m83	hardcore	f
u1255	m83	hardcore	m
u1261	m83	hardcore	m
u1262	m83	hardcore	f
u1266	m83	hardcore	m
u1272	m84	harold and maude	m
u1273	m84	harold and maude	f
u1277	m84	harold and maude	m
u1279	m84	harold and maude	m
u1283	m85	hellbound: hellraiser ii	f
u1284	m85	hellbound: hellraiser ii	m
u1294	m86	hellboy	m
u1299	m86	hellboy	m
u1303	m87	hellraiser	m
u1305	m87	hellraiser	m
u1306	m87	hellraiser	f
u1307	m87	hellraiser	f
u1308	m87	hellraiser	m
u1311	m87	hellraiser	m
u1313	m88	high fidelity	m
u1314	m88	high fidelity	f
u1317	m88	high fidelity	m
u1319	m88	high fidelity	f
u1320	m88	high fidelity	f
u1321	m88	high fidelity	f
u1323	m88	high fidelity	m
u1325	m88	high fidelity	f
u1326	m89	highlander	F
u1327	m89	highlander	M
u1345	m89	highlander	m
u1349	m89	highlander	M
u1351	m89	highlander	M
u1356	m90	his girl friday	m
u1357	m90	his girl friday	m
u1361	m90	his girl friday	m
u1363	m90	his girl friday	M
u1364	m90	his girl friday	f
u1368	m90	his girl friday	m
u1372	m90	his girl friday	m
u1375	m90	his girl friday	m
u1379	m91	hope and glory	m
u1380	m91	hope and glory	f
u1381	m91	hope and glory	f
u1384	m91	hope and glory	m
u1388	m92	house of 1000 corpses	f
u1389	m92	house of 1000 corpses	m
u1392	m92	house of 1000 corpses	f
u1394	m92	house of 1000 corpses	m
u1395	m92	house of 1000 corpses	f
u1404	m93	human nature	f
u1405	m93	human nature	f
u1407	m93	human nature	m
u1409	m93	human nature	m
u1413	m94	the hustler	m
u1415	m94	the hustler	m
u1416	m94	the hustler	m
u1417	m94	the hustler	m
u1418	m94	the hustler	m
u1420	m94	the hustler	f
u1422	m95	i am legend	f
u1424	m95	i am legend	m
u1427	m96	invaders from mars	m
u1429	m96	invaders from mars	m
u1430	m96	invaders from mars	f
u1434	m97	independence day	f
u1435	m97	independence day	m
u1436	m97	independence day	m
u1437	m97	independence day	f
u1440	m97	independence day	m
u1447	m97	independence day	m
u1450	m97	independence day	m
u1452	m98	indiana jones and the last crusade	m
u1454	m98	indiana jones and the last crusade	m
u1455	m98	indiana jones and the last crusade	f
u1456	m98	indiana jones and the last crusade	m
u1457	m98	indiana jones and the last crusade	m
u1463	m99	indiana jones and the temple of doom	m
u1468	m99	indiana jones and the temple of doom	f
u1469	m100	innerspace	m
u1475	m100	innerspace	M
u1479	m100	innerspace	F
u1490	m101	the insider	m
u1497	m101	the insider	f
u1499	m101	the insider	m
u1502	m101	the insider	m
u1505	m101	the insider	f
u1510	m101	the insider	m
u1513	m102	intolerable cruelty	m
u1517	m102	intolerable cruelty	M
u1519	m102	intolerable cruelty	f
u1520	m102	intolerable cruelty	m
u1523	m102	intolerable cruelty	m
u1525	m102	intolerable cruelty	f
u1529	m102	intolerable cruelty	m
u1530	m103	it happened one night	f
u1535	m103	it happened one night	f
u1539	m103	it happened one night	m
u1548	m103	it happened one night	m
u1552	m103	it happened one night	m
u1556	m104	jfk	m
u1558	m104	jfk	m
u1561	m104	jfk	m
u1568	m104	jfk	m
u1572	m104	jfk	f
u1574	m104	jfk	m
u1577	m104	jfk	m
u1585	m104	jfk	m
u1586	m104	jfk	f
u1588	m104	jfk	f
u1591	m105	jackie brown	m
u1592	m105	jackie brown	m
u1593	m105	jackie brown	f
u1594	m105	jackie brown	m
u1595	m105	jackie brown	m
u1596	m105	jackie brown	f
u1597	m105	jackie brown	m
u1598	m105	jackie brown	m
u1608	m106	jacob's ladder	m
u1612	m106	jacob's ladder	m
u1614	m106	jacob's ladder	f
u1616	m106	jacob's ladder	m
u1617	m106	jacob's ladder	m
u1620	m106	jacob's ladder	m
u1630	m107	jason x	m
u1635	m107	jason x	f
u1642	m108	jaws	m
u1646	m108	jaws	f
u1649	m108	jaws	m
u1652	m108	jaws	m
u1653	m108	jaws	m
u1654	m109	juno	m
u1656	m109	juno	f
u1660	m109	juno	f
u1661	m109	juno	f
u1662	m109	juno	f
u1663	m109	juno	m
u1668	m109	juno	f
u1670	m110	kalifornia	f
u1672	m110	kalifornia	m
u1674	m110	kalifornia	f
u1675	m110	kalifornia	m
u1679	m111	kids	m
u1680	m111	kids	f
u1685	m111	kids	f
u1691	m111	kids	f
u1695	m111	kids	m
u1696	m111	kids	m
u1698	m112	knight moves	m
u1701	m112	knight moves	m
u1703	m112	knight moves	m
u1706	m112	knight moves	f
u1708	m112	knight moves	m
u1712	m113	krull	m
u1715	m113	krull	f
u1720	m113	krull	m
u1724	m113	krull	f
u1725	m113	krull	m
u1728	m114	léon	m
u1730	m114	léon	f
u1736	m115	labor of love	f
u1741	m115	labor of love	F
u1748	m115	labor of love	M
u1755	m116	leaving las vegas	m
u1758	m116	leaving las vegas	f
u1763	m117	legally blonde	f
u1767	m117	legally blonde	f
u1768	m117	legally blonde	m
u1772	m117	legally blonde	f
u1774	m117	legally blonde	f
u1779	m117	legally blonde	m
u1782	m118	legend	M
u1784	m118	legend	m
u1785	m118	legend	m
u1786	m118	legend	F
u1788	m118	legend	f
u1790	m118	legend	f
u1794	m119	life as a house	f
u1796	m119	life as a house	m
u1799	m119	life as a house	m
u1803	m119	life as a house	m
u1804	m119	life as a house	f
u1806	m119	life as a house	m
u1811	m120	the life of david gale	M
u1827	m120	the life of david gale	M
u1835	m121	little nicky	f
u1836	m121	little nicky	m
u1839	m121	little nicky	m
u1846	m121	little nicky	m
u1852	m121	little nicky	f
u1854	m122	logan's run	m
u1856	m122	logan's run	m
u1858	m122	logan's run	f
u1859	m122	logan's run	m
u1862	m122	logan's run	m
u1868	m123	lost highway	f
u1877	m123	lost highway	m
u1881	m123	lost highway	m
u1883	m123	lost highway	m
u1885	m123	lost highway	f
u1886	m123	lost highway	f
u1890	m124	lost horizon	m
u1891	m124	lost horizon	m
u1893	m124	lost horizon	m
u1894	m124	lost horizon	m
u1898	m124	lost horizon	m
u1900	m124	lost horizon	f
u1904	m125	men in black	M
u1906	m125	men in black	M
u1907	m125	men in black	f
u1913	m125	men in black	m
u1915	m126	minority report	f
u1916	m126	minority report	m
u1918	m126	minority report	m
u1919	m126	minority report	m
u1922	m126	minority report	m
u1925	m126	minority report	f
u1926	m126	minority report	m
u1928	m126	minority report	f
u1931	m126	minority report	m
u1934	m126	minority report	m
u1940	m127	made	m
u1947	m127	made	m
u1948	m127	made	f
u1951	m127	made	m
u1952	m127	made	m
u1955	m127	made	m
u1957	m128	malcolm x	m
u1958	m128	malcolm x	M
u1961	m128	malcolm x	f
u1971	m128	malcolm x	m
u1978	m128	malcolm x	m
u1983	m129	man on fire	m
u1990	m129	man on fire	f
u1991	m129	man on fire	m
u1992	m129	man on fire	F
u1993	m129	man on fire	m
u2001	m130	marty	m
u2003	m130	marty	f
u2004	m130	marty	f
u2010	m130	marty	m
u2012	m130	marty	F
u2018	m131	mash	m
u2021	m131	mash	m
u2030	m131	mash	m
u2034	m131	mash	m
u2036	m132	meet john doe	f
u2037	m132	meet john doe	m
u2041	m132	meet john doe	m
u2045	m132	meet john doe	m
u2048	m132	meet john doe	f
u2061	m133	metro	m
u2064	m133	metro	f
u2065	m133	metro	m
u2066	m133	metro	m
u2074	m134	metropolis	f
u2104	m136	mobsters	m
u2105	m136	mobsters	m
u2109	m136	mobsters	m
u2119	m137	monkeybone	m
u2120	m137	monkeybone	f
u2123	m137	monkeybone	m
u2124	m137	monkeybone	m
u2127	m138	my mother dreams the satan's disciples in new york	f
u2130	m138	my mother dreams the satan's disciples in new york	f
u2134	m139	mr. smith goes to washington	m
u2135	m139	mr. smith goes to washington	f
u2137	m139	mr. smith goes to washington	m
u2138	m139	mr. smith goes to washington	m
u2141	m139	mr. smith goes to washington	m
u2144	m139	mr. smith goes to washington	m
u2147	m139	mr. smith goes to washington	f
u2150	m139	mr. smith goes to washington	f
u2151	m139	mr. smith goes to washington	m
u2157	m140	mr. deeds goes to town	f
u2160	m140	mr. deeds goes to town	m
u2162	m140	mr. deeds goes to town	m
u2163	m140	mr. deeds goes to town	m
u2169	m140	mr. deeds goes to town	m
u2173	m140	mr. deeds goes to town	m
u2175	m140	mr. deeds goes to town	f
u2176	m140	mr. deeds goes to town	m
u2183	m140	mr. deeds goes to town	m
u2184	m141	mumford	f
u2188	m141	mumford	m
u2190	m141	mumford	m
u2192	m141	mumford	f
u2196	m141	mumford	m
u2197	m141	mumford	f
u2199	m141	mumford	m
u2200	m141	mumford	f
u2202	m142	the mummy	m
u2205	m142	the mummy	f
u2208	m142	the mummy	m
u2209	m142	the mummy	m
u2215	m143	mystery men	m
u2218	m143	mystery men	f
u2220	m143	mystery men	m
u2221	m143	mystery men	m
u2224	m144	napoleon	m
u2236	m144	napoleon	m
u2237	m144	napoleon	f
u2238	m144	napoleon	m
u2239	m144	napoleon	f
u2242	m144	napoleon	f
u2244	m144	napoleon	m
u2253	m145	next friday	m
u2256	m145	next friday	m
u2261	m145	next friday	f
u2263	m145	next friday	m
u2265	m145	next friday	m
u2267	m145	next friday	m
u2270	m146	nick of time	f
u2271	m146	nick of time	m
u2272	m146	nick of time	m
u2275	m146	nick of time	m
u2280	m147	the night of the hunter	m
u2286	m147	the night of the hunter	f
u2287	m147	the night of the hunter	m
u2288	m147	the night of the hunter	f
u2292	m147	the night of the hunter	m
u2295	m148	a nightmare on elm street	m
u2297	m148	a nightmare on elm street	f
u2299	m148	a nightmare on elm street	f
u2304	m149	ninotchka	f
u2305	m149	ninotchka	m
u2309	m149	ninotchka	m
u2310	m149	ninotchka	m
u2312	m149	ninotchka	m
u2314	m149	ninotchka	f
u2315	m149	ninotchka	m
u2319	m149	ninotchka	m
u2320	m149	ninotchka	f
u2324	m150	nixon	m
u2325	m150	nixon	m
u2326	m150	nixon	m
u2327	m150	nixon	m
u2330	m150	nixon	M
u2331	m150	nixon	m
u2333	m150	nixon	m
u2334	m150	nixon	m
u2339	m150	nixon	m
u2340	m150	nixon	m
u2341	m150	nixon	f
u2343	m150	nixon	m
u2350	m151	no country for old men	m
u2351	m151	no country for old men	f
u2352	m151	no country for old men	m
u2355	m151	no country for old men	m
u2360	m151	no country for old men	m
u2363	m151	no country for old men	m
u2365	m151	no country for old men	m
u2366	m151	no country for old men	m
u2368	m152	nurse betty	m
u2369	m152	nurse betty	f
u2371	m152	nurse betty	m
u2374	m152	nurse betty	m
u2378	m152	nurse betty	f
u2379	m152	nurse betty	M
u2384	m152	nurse betty	f
u2386	m152	nurse betty	f
u2387	m152	nurse betty	m
u2388	m152	nurse betty	f
u2389	m152	nurse betty	m
u2392	m153	o brother where art thou?	m
u2394	m153	o brother where art thou?	m
u2400	m153	o brother where art thou?	f
u2401	m153	o brother where art thou?	m
u2405	m154	an officer and a gentleman	m
u2408	m154	an officer and a gentleman	m
u2411	m154	an officer and a gentleman	f
u2412	m154	an officer and a gentleman	f
u2414	m154	an officer and a gentleman	m
u2415	m154	an officer and a gentleman	m
u2416	m155	panic room	m
u2419	m155	panic room	m
u2421	m155	panic room	f
u2422	m155	panic room	m
u2423	m155	panic room	f
u2428	m156	panther	m
u2429	m156	panther	m
u2435	m156	panther	m
u2436	m156	panther	m
u2442	m156	panther	m
u2447	m157	the patriot	m
u2448	m157	the patriot	m
u2452	m157	the patriot	M
u2460	m158	pet sematary	f
u2461	m158	pet sematary	m
u2462	m158	pet sematary	m
u2464	m158	pet sematary	f
u2466	m159	pirates of the caribbean	m
u2467	m159	pirates of the caribbean	f
u2470	m159	pirates of the caribbean	m
u2476	m159	pirates of the caribbean	M
u2481	m160	plastic man	M
u2484	m160	plastic man	F
u2485	m161	platinum blonde	F
u2487	m161	platinum blonde	m
u2488	m161	platinum blonde	m
u2489	m161	platinum blonde	f
u2490	m161	platinum blonde	m
u2495	m161	platinum blonde	m
u2496	m162	pleasantville	f
u2499	m162	pleasantville	m
u2502	m162	pleasantville	m
u2503	m162	pleasantville	M
u2504	m162	pleasantville	m
u2506	m162	pleasantville	f
u2507	m162	pleasantville	f
u2511	m163	punch-drunk love	m
u2514	m163	punch-drunk love	m
u2516	m163	punch-drunk love	f
u2518	m163	punch-drunk love	f
u2519	m163	punch-drunk love	m
u2521	m163	punch-drunk love	f
u2522	m163	punch-drunk love	m
u2524	m163	punch-drunk love	f
u2532	m164	quills	m
u2538	m164	quills	f
u2541	m164	quills	f
u2542	m164	quills	m
u2544	m164	quills	m
u2546	m165	rko 281	f
u2547	m165	rko 281	m
u2550	m165	rko 281	m
u2551	m165	rko 281	f
u2554	m165	rko 281	m
u2557	m165	rko 281	m
u2563	m166	raging bull	m
u2564	m166	raging bull	m
u2569	m166	raging bull	f
u2572	m167	rear window	m
u2574	m167	rear window	m
u2575	m167	rear window	f
u2578	m167	rear window	f
u2583	m168	rebel without a cause	m
u2585	m168	rebel without a cause	m
u2586	m168	rebel without a cause	f
u2589	m168	rebel without a cause	f
u2592	m168	rebel without a cause	m
u2593	m168	rebel without a cause	m
u2595	m169	reindeer games	f
u2596	m169	reindeer games	m
u2600	m169	reindeer games	m
u2603	m169	reindeer games	m
u2609	m170	reservoir dogs	m
u2610	m170	reservoir dogs	m
u2611	m170	reservoir dogs	m
u2612	m170	reservoir dogs	m
u2616	m170	reservoir dogs	m
u2617	m170	reservoir dogs	m
u2618	m170	reservoir dogs	m
u2621	m171	roughshod	m
u2627	m171	roughshod	f
u2629	m171	roughshod	f
u2632	m171	roughshod	m
u2636	m172	scary movie 2	m
u2637	m172	scary movie 2	f
u2638	m172	scary movie 2	m
u2644	m172	scary movie 2	m
u2646	m172	scary movie 2	m
u2651	m173	serial mom	m
u2654	m173	serial mom	f
u2657	m173	serial mom	f
u2667	m174	the seventh victim	m
u2670	m174	the seventh victim	f
u2671	m174	the seventh victim	m
u2673	m174	the seventh victim	m
u2674	m174	the seventh victim	m
u2675	m174	the seventh victim	f
u2680	m174	the seventh victim	f
u2687	m175	sex lies and videotape	f
u2688	m175	sex lies and videotape	f
u2690	m175	sex lies and videotape	M
u2691	m175	sex lies and videotape	m
u2692	m175	sex lies and videotape	m
u2704	m176	shivers	m
u2705	m176	shivers	m
u2711	m177	shock treatment	f
u2723	m177	shock treatment	m
u2735	m178	sideways	m
u2737	m178	sideways	f
u2738	m178	sideways	m
u2742	m178	sideways	f
u2746	m179	signs	m
u2747	m179	signs	m
u2748	m179	signs	m
u2749	m179	signs	f
u2751	m180	silverado	m
u2762	m180	silverado	m
u2766	m180	silverado	f
u2768	m181	simone	F
u2784	m181	simone	M
u2786	m182	the sixth sense	m
u2788	m182	the sixth sense	f
u2789	m182	the sixth sense	m
u2797	m183	slash	m
u2800	m183	slash	m
u2803	m183	slash	f
u2804	m184	slither	m
u2807	m184	slither	f
u2812	m184	slither	f
u2815	m185	smokey and the bandit	m
u2817	m185	smokey and the bandit	m
u2820	m185	smokey and the bandit	F
u2828	m186	smokin' aces	m
u2834	m186	smokin' aces	m
u2835	m186	smokin' aces	m
u2836	m186	smokin' aces	m
u2838	m186	smokin' aces	m
u2839	m186	smokin' aces	m
u2841	m186	smokin' aces	m
u2843	m186	smokin' aces	f
